sigma_label,sigma_w_px,localisation_offset,fwhm,white_noise_gain,condition_number,anisotropy_ratio,support_cardinality,rank_deficient_count,sigma_min
uniform,,0.039447639689308034,11.389165096593311,0.00022458866818021153,56.39722904761618,1.0261384796296833,708,0,0.47926110777281955
