sigma_label,sigma_w_px,localisation_offset,fwhm,white_noise_gain,condition_number,anisotropy_ratio,support_cardinality,rank_deficient_count,sigma_min
sigma_w = 15 px,15.0,0.03943544794159424,11.017728912465568,0.00022753509099877287,57.20572860052036,1.0224526935868146,708,0,0.41787048477434774
