feature_scale_px,radius,detection_magnitude,fwhm,detection_rate
8,320,2.15515797208354343e-07,6.38841902813321894e+02,0.00000000000000000e+00
16,320,8.48668747721603722e-07,6.37502766236436628e+02,0.00000000000000000e+00
32,320,5.89722367294598371e-06,6.31101008426791850e+02,1.00000000000000000e+00
64,320,4.28295879828510806e-05,4.86920261389207326e+02,1.00000000000000000e+00
128,320,3.13394062686711550e-04,4.76948963963801475e+02,1.00000000000000000e+00
256,320,1.97829981334507465e-03,4.71855575344477472e+02,1.00000000000000000e+00
512,320,2.00186844449490309e-03,1.05258292414740231e+03,1.00000000000000000e+00
1024,320,2.37935249280951666e-09,1.06520806971893217e+03,0.00000000000000000e+00
8,400,8.83845494570323353e-08,7.98927112334885351e+02,0.00000000000000000e+00
16,400,3.47812729728502745e-07,7.97872319727918011e+02,0.00000000000000000e+00
32,400,2.41863745031878352e-06,7.93450596385388849e+02,1.00000000000000000e+00
64,400,1.76386565726716071e-05,6.10162593630155470e+02,1.00000000000000000e+00
128,400,1.31331558804959059e-04,6.02235455524781401e+02,1.00000000000000000e+00
256,400,9.02997533557936549e-04,5.78306914901191931e+02,1.00000000000000000e+00
512,400,3.24089848436415195e-03,1.18183413599422533e+03,1.00000000000000000e+00
1024,400,8.89800488948822021e-04,1.20171257401615503e+03,1.00000000000000000e+00
8,512,3.26318172483297531e-08,5.29548617812202565e+02,0.00000000000000000e+00
16,512,1.29439335694314650e-07,1.01933099336822647e+03,0.00000000000000000e+00
32,512,9.02040994787967065e-07,5.48107235732847926e+02,1.00000000000000000e+00
64,512,6.59671991343202535e-06,9.89191621202041688e+02,1.00000000000000000e+00
128,512,4.96978555020177737e-05,7.81223510089975889e+02,1.00000000000000000e+00
256,512,4.49032333563081920e-04,7.50973144390122570e+02,1.00000000000000000e+00
512,512,2.13066418655216694e-03,1.31013292009135421e+03,1.00000000000000000e+00
1024,512,8.48008639877662063e-04,1.29929012721304366e+03,1.00000000000000000e+00
