frequency_cyc_px,orientation_deg,mag_error,phase_error,snr_or_severity
1.56250000000000000e-02,50.000000,-7.51177597816371501e-04,1.72628216243086996e-04,100
3.12500000000000000e-02,50.000000,-1.90549906621297060e-02,4.80943187550764151e-05,100
6.25000000000000000e-02,50.000000,-2.86813745286930821e-01,6.29721954021889019e-05,100
1.25000000000000000e-01,50.000000,-7.57144266798340571e-01,4.27483797071914751e-06,100
2.50000000000000000e-01,50.000000,-1.56974702070584948e+00,-3.14098126055785087e+00,100
1.56250000000000000e-02,55.000000,-6.81840438035430374e-04,3.03985540286433320e-05,100
3.12500000000000000e-02,55.000000,-1.88938067459119841e-02,9.74344773219115723e-06,100
6.25000000000000000e-02,55.000000,-2.85560311042615478e-01,3.87302640625364347e-07,100
1.25000000000000000e-01,55.000000,-7.58062523530744992e-01,-1.48898108792483441e-04,100
2.50000000000000000e-01,55.000000,-1.56757417893794204e+00,-3.14149582014317286e+00,100
1.56250000000000000e-02,60.000000,-7.21667065963396692e-04,-1.93505572824825833e-04,100
3.12500000000000000e-02,60.000000,-1.87204113823335738e-02,5.68234351008278793e-05,100
6.25000000000000000e-02,60.000000,-2.83587921182571867e-01,3.92015371818654756e-04,100
1.25000000000000000e-01,60.000000,-7.58866689232878144e-01,-5.44194773866024661e-05,100
2.50000000000000000e-01,60.000000,-1.57027457904419987e+00,-3.14014414809438858e+00,100
1.56250000000000000e-02,65.000000,-6.96969361011948174e-04,2.32012736991027424e-04,100
3.12500000000000000e-02,65.000000,-1.83878735141775607e-02,7.62945287240412995e-05,100
6.25000000000000000e-02,65.000000,-2.81117474669298761e-01,-2.45352010908472806e-04,100
1.25000000000000000e-01,65.000000,-7.59379766233750808e-01,4.09894952611011831e-05,100
2.50000000000000000e-01,65.000000,-1.57001986795405912e+00,-3.14135451584838288e+00,100
1.56250000000000000e-02,70.000000,-6.35673062748198792e-04,1.77298701675709935e-05,100
3.12500000000000000e-02,70.000000,-1.81470930809996545e-02,1.96871006421517336e-05,100
6.25000000000000000e-02,70.000000,-2.78570965505553381e-01,-5.29133130613423930e-05,100
