frequency_cyc_px,orientation_deg,mag_error,phase_error,snr_or_severity
2.50000000000000000e-01,10.000000,-1.56532074826140044e+00,3.14132551385706815e+00,0.4
1.56250000000000000e-02,15.000000,-7.31032568367304125e-04,-3.15711067536916801e-04,0.4
3.12500000000000000e-02,15.000000,-1.76629907927881025e-02,4.18280827799488719e-04,0.4
6.25000000000000000e-02,15.000000,-2.75977609620633724e-01,-4.72998662211399079e-04,0.4
1.25000000000000000e-01,15.000000,-7.60811417984099125e-01,-6.93851254819577434e-04,0.4
2.50000000000000000e-01,15.000000,-1.56495305176212862e+00,-3.14067937257420127e+00,0.4
1.56250000000000000e-02,20.000000,-7.07044435720088904e-04,7.13312646891672841e-04,0.4
3.12500000000000000e-02,20.000000,-1.81571430147898227e-02,6.72033370709534950e-04,0.4
6.25000000000000000e-02,20.000000,-2.78513204188792052e-01,-1.03359662424384879e-03,0.4
1.25000000000000000e-01,20.000000,-7.59918413552556515e-01,-3.53934490538776458e-04,0.4
2.50000000000000000e-01,20.000000,-1.56589552246059993e+00,3.14057747011657629e+00,0.4
1.56250000000000000e-02,25.000000,-7.77043593461618221e-04,6.38999321806110743e-04,0.4
3.12500000000000000e-02,25.000000,-1.84050493389805725e-02,-4.46345344118803666e-04,0.4
6.25000000000000000e-02,25.000000,-2.81107452518246870e-01,-9.05089583085327831e-05,0.4
1.25000000000000000e-01,25.000000,-7.59385093910647346e-01,8.72459688003424105e-04,0.4
2.50000000000000000e-01,25.000000,-1.57001867766386471e+00,-3.13680110341938967e+00,0.4
1.56250000000000000e-02,30.000000,-6.88205620600276791e-04,-2.54502372813103506e-04,0.4
3.12500000000000000e-02,30.000000,-1.86805591483488742e-02,1.07276964191171942e-03,0.4
6.25000000000000000e-02,30.000000,-2.83601835739566044e-01,-7.02245255604694307e-04,0.4
1.25000000000000000e-01,30.000000,-7.58861575133337740e-01,-9.71022949618927100e-04,0.4
2.50000000000000000e-01,30.000000,-1.57027770773547548e+00,3.14012702022136292e+00,0.4
1.56250000000000000e-02,35.000000,-7.56899931596527464e-04,1.33098115883356627e-04,0.4
3.12500000000000000e-02,35.000000,-1.89337580720060072e-02,5.09746677876066201e-04,0.4
6.25000000000000000e-02,35.000000,-2.85622528536283671e-01,-1.11321020563703854e-03,0.4
1.25000000000000000e-01,35.000000,-7.58032775292586947e-01,7.21051175136544487e-05,0.4
2.50000000000000000e-01,35.000000,-1.56756769638274585e+00,3.14151441266325548e+00,0.4
1.56250000000000000e-02,40.000000,-7.25914753295850423e-04,-1.12515433866811065e-04,0.4
3.12500000000000000e-02,40.000000,-1.90972522866640904e-02,1.69982136367430314e-04,0.4
6.25000000000000000e-02,40.000000,-2.86826033971385785e-01,-5.06671359859822701e-04,0.4
1.25000000000000000e-01,40.000000,-7.57150512549217170e-01,-4.24192381649035610e-04,0.4
2.50000000000000000e-01,40.000000,-1.56974877795688839e+00,3.13996517390250229e+00,0.4
1.56250000000000000e-02,45.000000,-7.11457837636486623e-04,-7.39128907411235048e-04,0.4
3.12500000000000000e-02,45.000000,-1.90358373560791938e-02,-9.49899359527606180e-04,0.4
6.25000000000000000e-02,45.000000,-2.87302848352839646e-01,9.05339173860930657e-04,0.4
1.25000000000000000e-01,45.000000,-7.56688496702696667e-01,-2.96087372011477612e-04,0.4
2.50000000000000000e-01,45.000000,-1.56902473432264267e+00,1.39247636022732380e-03,0.4
1.56250000000000000e-02,50.000000,-6.45932243528990480e-04,-6.95673670856322701e-05,0.4
3.12500000000000000e-02,50.000000,-1.89419225402834845e-02,-1.07452049894707358e-04,0.4
6.25000000000000000e-02,50.000000,-2.86905244878186694e-01,-1.97556441599466837e-04,0.4
1.25000000000000000e-01,50.000000,-7.57103141966441795e-01,1.52956650369961977e-03,0.4
2.50000000000000000e-01,50.000000,-1.56974809423703698e+00,3.14093807754886001e+00,0.4
1.56250000000000000e-02,55.000000,-6.11545837592736286e-04,-2.44144313351402076e-04,0.4
3.12500000000000000e-02,55.000000,-1.88786998868053224e-02,8.21460797251205577e-06,0.4
6.25000000000000000e-02,55.000000,-2.85523455602567422e-01,-1.67767528267859234e-04,0.4
1.25000000000000000e-01,55.000000,-7.58044609322924834e-01,4.25276112429262554e-04,0.4
2.50000000000000000e-01,55.000000,-1.56757829168450979e+00,3.14064371090561067e+00,0.4
1.56250000000000000e-02,60.000000,-6.59813635811898336e-04,3.46406071224159007e-04,0.4
3.12500000000000000e-02,60.000000,-1.85506156296094127e-02,3.90930140719003560e-04,0.4
6.25000000000000000e-02,60.000000,-2.83502145840612452e-01,-1.09146032093310197e-03,0.4
1.25000000000000000e-01,60.000000,-7.58875289774351147e-01,-7.54400302866553574e-04,0.4
2.50000000000000000e-01,60.000000,-1.57027390376353426e+00,3.14143042396667127e+00,0.4
1.56250000000000000e-02,65.000000,-9.02361016657346471e-04,1.97858738040102011e-03,0.4
3.12500000000000000e-02,65.000000,-1.83033157442105965e-02,-1.91861010434557500e-04,0.4
6.25000000000000000e-02,65.000000,-2.81226191703395856e-01,-2.53826783335409090e-04,0.4
1.25000000000000000e-01,65.000000,-7.59366299360164865e-01,-3.85475108851451864e-04,0.4
2.50000000000000000e-01,65.000000,-1.57002107858690398e+00,-3.13962084705030087e+00,0.4
1.56250000000000000e-02,70.000000,-6.59579100948604058e-04,-7.58057853147864336e-04,0.4
3.12500000000000000e-02,70.000000,-1.80795282798376922e-02,-1.21567131302047216e-03,0.4
6.25000000000000000e-02,70.000000,-2.78585644541965605e-01,-4.87647456346884667e-04,0.4
1.25000000000000000e-01,70.000000,-7.59935001692298773e-01,-5.09984024907872424e-05,0.4
2.50000000000000000e-01,70.000000,-1.56590030749204590e+00,-3.14085940659078799e+00,0.4
1.56250000000000000e-02,75.000000,-6.48397339584994015e-04,-1.16214357408717106e-03,0.4
3.12500000000000000e-02,75.000000,-1.78599611212658937e-02,-7.03276922074280719e-04,0.4
6.25000000000000000e-02,75.000000,-2.75941237890511781e-01,1.04360750139509406e-03,0.4
1.25000000000000000e-01,75.000000,-7.60782816252549732e-01,1.92880428184771802e-04,0.4
