frequency_cyc_px,orientation_deg,mag_error,phase_error,snr_or_severity
3.12500000000000000e-02,20.000000,-1.81504908697711353e-02,4.48446561760462714e-05,30 dB
6.25000000000000000e-02,20.000000,-2.78514129899376572e-01,8.01062521507134306e-05,30 dB
1.25000000000000000e-01,20.000000,-7.59921787345772204e-01,5.32768196954691575e-05,30 dB
2.50000000000000000e-01,20.000000,-1.56589500162302575e+00,-3.14158599073062339e+00,30 dB
1.56250000000000000e-02,25.000000,-7.20119433267968345e-04,1.00142443192563491e-04,30 dB
3.12500000000000000e-02,25.000000,-1.84147178136203626e-02,-6.83878028016060568e-05,30 dB
6.25000000000000000e-02,25.000000,-2.81116295073579936e-01,-6.75741669402540879e-05,30 dB
1.25000000000000000e-01,25.000000,-7.59377527082673698e-01,2.26762736379448882e-05,30 dB
2.50000000000000000e-01,25.000000,-1.57001960930919582e+00,-3.14150543907653335e+00,30 dB
1.56250000000000000e-02,30.000000,-7.00722915776205713e-04,-9.76192299768641192e-05,30 dB
3.12500000000000000e-02,30.000000,-1.86908029744634885e-02,1.72816255337604474e-04,30 dB
6.25000000000000000e-02,30.000000,-2.83582096931933592e-01,-9.56321797995762779e-05,30 dB
1.25000000000000000e-01,30.000000,-7.58866761118172306e-01,-2.09889825225406668e-04,30 dB
2.50000000000000000e-01,30.000000,-1.57027447096806516e+00,3.14081485753950052e+00,30 dB
1.56250000000000000e-02,35.000000,-7.25197095224061616e-04,-1.25332073594996984e-04,30 dB
3.12500000000000000e-02,35.000000,-1.88878863567472632e-02,9.69064755347304185e-05,30 dB
6.25000000000000000e-02,35.000000,-2.85547828948172155e-01,-7.48519296438487913e-05,30 dB
1.25000000000000000e-01,35.000000,-7.58055973940372052e-01,8.61275584629339619e-07,30 dB
2.50000000000000000e-01,35.000000,-1.56757373000974498e+00,3.14137851008322144e+00,30 dB
1.56250000000000000e-02,40.000000,-7.32912619917466812e-04,-1.34632551593405481e-04,30 dB
3.12500000000000000e-02,40.000000,-1.90658807197009450e-02,-1.63372369638814519e-04,30 dB
6.25000000000000000e-02,40.000000,-2.86853177793848779e-01,1.14928981373996209e-04,30 dB
1.25000000000000000e-01,40.000000,-7.57140188648570800e-01,8.60110493094978779e-05,30 dB
2.50000000000000000e-01,40.000000,-1.56974684911719220e+00,3.14132040696797166e+00,30 dB
1.56250000000000000e-02,45.000000,-7.24106714383415673e-04,1.53045605153501185e-04,30 dB
3.12500000000000000e-02,45.000000,-1.91002582198162296e-02,5.18187578375517433e-05,30 dB
6.25000000000000000e-02,45.000000,-2.87271856869649789e-01,4.01823348061824959e-05,30 dB
1.25000000000000000e-01,45.000000,-7.56721672178585547e-01,-1.71193057413532301e-04,30 dB
2.50000000000000000e-01,45.000000,-1.56902190593894431e+00,8.80295374861006508e-06,30 dB
1.56250000000000000e-02,50.000000,-7.06937743881697056e-04,-1.86701882857409629e-04,30 dB
3.12500000000000000e-02,50.000000,-1.90721960057252671e-02,-6.97430009219957014e-05,30 dB
6.25000000000000000e-02,50.000000,-2.86826111679347462e-01,8.80409328107845113e-06,30 dB
1.25000000000000000e-01,50.000000,-7.57141261917688824e-01,1.58668606582423877e-05,30 dB
2.50000000000000000e-01,50.000000,-1.56974749173855055e+00,3.14149349400169786e+00,30 dB
1.56250000000000000e-02,55.000000,-7.22222506858702373e-04,-2.37918226841049574e-04,30 dB
